Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,35699985.73,41859983.27,47039981.2,51939979.24,54879978.07,56699977.34,59261976.32,61445975.45,65967973.64,68739972.53,76480285.11,80915356.83,121188698.6,150851315.7,149558945.4,147659999.9,193314999.8,266569999.8,290134729.7,431542682.2,434174015.4,326943105.1,355443856.1,302993843.6,247680797,290586782.6,369345623,429740033.7,451447042.2,544578771.2,608767924,720543405.4,721599288,755041471.9,859092080.8,815937451,859816180.5,819422421.8,801540664.7,771200632.5,706430933,656802669.1,969181551,1234197704,1368405301,1428842600,1597484736,1630667593,1708772782,2175685681,2487352968,2328196275,2229735839,
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10506695074,10287023246,8562311027,7424597884,6958636950,7904895791,8426600000,10128700000,11254050000,10971375000,11434200000,12159225000,14163949142,18608709857,22659294573,26085307222,30246361657,39325985931,47438363056,37050081723,36709511568,43083067994,42343559196,45931968474,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1445204631,1505684113,1885307919,2587382708,3156198934,3096414882,3394079657,3756663105,4677872753,5469434740,5967924324,5010110736,4562651737,4485226128,4400183011,4537763200,6627975487,8249188100,9336997886,9951164658,12668658432,13714989141,15384954868,15788267747,17549235946,20673371648,20579153094,18514433920,19351522561,21185382485,20267551133,20196868009,22568793525,29144582393,34077095478,37643013481,42544677906,51320661751,54742763112,49420751774,52053324635,58009863403,55143457330,60383251106,
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,5715853653,6827011059,7690315589,7447002857,6756418264,4848056772,4467987271,5060854731,5235719779,5585292783,6133234180,6616957681,7288524473,7833068425,8313047744,9314784080,11186452601,13761569545,16041840426,19935046397,28765687042,33669367720,25875781250,24009680460,28480338368,28372577697,30956691628,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,1021654718,1016585687,1182693473,1222072821,1376075268,1786734514,2087122776,2478807841,2990180516,3464946372,4581185871,5280218135,5868546011,6560672251,6628525683,6674552885,6186475688,5916957025,6101794939,6514271488,7008026415,7926373572,10258324479,11792570016,14568709574,18054684854,20731022857,21313263933,28359706123,36634742799,42981497744,51753094764,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2025693478,2379611070,2657252502,2798345226,2948325264,2876395613,3046339295,3271415868,3651615453,3956328426,4356633663,5074117545,6242177798,7675408486,8984824183,9584323309,11049896742,13236854105,15912133569,18820809836,15280300833,15423825336,13941571864,12751251348,12869611448,16994563068,18745983477,22198388384,22847197924,25820725668,27836559831,28450632467,26801064631,30351265892,32986182670,36638763639,33414747560,40021694631,39734023743,37020609825,37724674865,40416114690,49822651702,56948015336,59523857868,65637107776,75226318359,88882967742,90908402631,90770671432,99211339029,95981572517,1.04374E+11,
Mexico and Central America,MCA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,293073868,327651488,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735,1209898293,1378130996,1205166026,1143229072,1092551781,1037314956,1082851077,1515209588,1839095595,2000674667,2010116851,2481316054,2480497548,2737066956,2574439973,2720297739,3130270919,3137848783,2840182192,2934578789,2906009308,2647883820,2671401083,2905973022,3588988601,4110348444,4280072626,4663488363,5974371696,6919241412,5557579883,5350993377,6074506533,,,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3592856080,3094567110,2319243407,2371812924,1702314353,1752995314,1695130484,1930071445,1639497207,1170785048,1288420223,1480656884,1661818168,1980901554,2598231467,2988172424,3408454198,4402495921,6054806101,5439422031,5811604052,7016162818,7284686576,7935229341,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,699161943.3,739286907,759345862.9,802482183.8,833563473.1,900264582.9,956436931.5,1031669637,1056391055,1111859570,1199507630,1341590682,1653062348,1917508190,2283049234,2181844194,2358930407,2669755115,3463565882,4042139902,3594868209,3526198069,3511573992,2939485472,2857889713,3258288890,2565634382,2442507588,2498059015,3081479800,2653141958,3024459294,3370842211,2977040884,3159901109,3995028429,3545776813,3738704582,3717515283,3877673635,4529575233,4397254715,5474030228,4363934417,5038577519,5515236338,7342905883,9413002737,8550363829,8704983553,9853981624,9880703883,10796551136,
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,42463576.16,44781456.95,47935843.79,57829787.23,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955,450382328,508223603.2,540096400.2,589239757,624337143.6,802442810.5,828240882.5,949867661.8,1075605492,992473987.3,1303375806,1541978559,1891633531,1984639641,2134104884,2162990126,2113179304,2299843167,
Middle East & North Africa (all income levels),MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,39724554842,44487090418,49178795238,57503659617,70507541524,95361314281,1.72448E+11,1.87936E+11,2.32936E+11,2.69891E+11,2.85601E+11,3.69047E+11,4.72723E+11,5.0678E+11,4.98805E+11,5.04422E+11,5.06434E+11,5.13098E+11,5.25464E+11,4.76384E+11,4.65364E+11,4.79584E+11,5.35029E+11,5.35726E+11,5.82496E+11,5.86759E+11,6.09784E+11,6.90466E+11,7.78518E+11,8.092E+11,7.91009E+11,8.40941E+11,9.41833E+11,9.40636E+11,9.403E+11,1.05401E+12,1.22951E+12,1.47671E+12,1.73783E+12,2.05443E+12,2.59386E+12,2.31007E+12,2.6974E+12,3.22209E+12,3.46075E+12,3.41526E+12,
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,14153954349,15221053213,16936337668,20070134741,21829715344,24337233447,26556372081,29363632834,32515754314,35541711470,39200879416,45178119327,55271303176,71976542927,88003982689,89023916067,81825780564,1.02517E+11,1.3454E+11,1.94357E+11,2.50083E+11,1.73721E+11,1.48867E+11,1.75632E+11,1.84473E+11,1.2944E+11,1.40264E+11,1.83144E+11,2.22977E+11,2.6271E+11,3.14454E+11,3.63609E+11,5.03963E+11,5.27319E+11,3.43793E+11,3.97404E+11,4.80555E+11,5.0201E+11,5.7946E+11,6.83648E+11,7.24704E+11,7.41559E+11,7.13284E+11,7.70268E+11,8.66346E+11,9.66736E+11,1.04339E+12,1.09907E+12,8.95313E+11,1.05163E+12,1.17009E+12,1.18646E+12,1.26091E+12,
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,106289109.3,108702068,107978893.1,110937729.4,115152142.7,124735071.9,126887585.5,131106365.5,137556822.8,143352031.2,149739017.4,152565763.1,151560778.4,163200000,170700000,173000000,175000000,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2.60916E+11,2.71939E+11,2.89975E+11,3.2868E+11,3.61957E+11,3.72698E+11,3.83059E+11,4.05673E+11,4.53637E+11,4.9781E+11,5.36514E+11,6.04831E+11,7.66197E+11,9.72424E+11,1.06687E+12,1.16672E+12,1.31294E+12,1.42158E+12,1.68428E+12,1.96447E+12,2.1412E+12,2.12055E+12,2.07868E+12,2.10529E+12,2.21762E+12,2.31907E+12,2.38127E+12,2.5718E+12,2.74371E+12,3.03298E+12,3.07973E+12,3.295E+12,3.57105E+12,4.00951E+12,4.51589E+12,4.95015E+12,5.25124E+12,5.19894E+12,5.14145E+12,5.56116E+12,5.58185E+12,5.63499E+12,6.32559E+12,7.42493E+12,8.77611E+12,1.03417E+13,1.27536E+13,1.52004E+13,1.51433E+13,1.83981E+13,2.13735E+13,2.25196E+13,2.38969E+13,
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471828622,4694744807,2316618515,2550194959,3381270267,4449375526,4422159849,3735312201,3571043202,3673288166,3586883989,3436961385,3791306758,4756221629,5514253043,5985809060,6560546900,8159825620,9834034351,9313573965,9338674078,10395222334,9576482628,10220781069,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,275494477.8,343771973.2,339913866.8,359772315,430096742,486617279.4,563683703,538747340.6,830710614,939228016,1049838550,1222702572,1595422954,1787338105,1493651106,1327378900,1294458070,1311342831,1313685008,1678328289,1931545340,1947794155,2007784673,2421172497,2422840269,2852581755,2677966905,1762703059,2466160215,2619086428,2475185559,2596828336,2570429655,2422482318,2629739067,3342824260,4362439887,4874178417,5305317555,6122644015,7145394015,8737687353,8964480570,9422267260,10647545670,10340794110,10942727310,
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,250728829.1,264578308.9,295106775,345616069.5,376081181.8,474618292.7,527936892.8,625563347.4,793673674.5,1001288245,1250199056,1243509858,1234474742,1165730173,1101807301,1117797225,1435038037,1751293216,2019503791,2118655300,2547330284,2750215016,3021944632,2709194766,2998504392,3599683395,3671827861,3633464750,3809619584,3907947937,3957418083,3917620728,4296164768,5119621569,5643525282,5980795756,6390123590,7513834700,8554293727,8099400961,8163841060,9302057270,8863076923,9642326075,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),MNA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82549E+11,2.88415E+11,3.28553E+11,3.77952E+11,3.90803E+11,4.02118E+11,4.18208E+11,4.36176E+11,4.47239E+11,4.38027E+11,4.87671E+11,5.61726E+11,6.5549E+11,7.63692E+11,9.4006E+11,1.18783E+12,1.141E+12,1.31732E+12,1.50852E+12,1.59519E+12,1.48994E+12,
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984279596.4,1159891560,1284504509,1707662608,2073255525,2257181943,2696020575,3673382212,4538345345,4158135026,4114881347,4501753898,4045813953,4427771436,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,2310099115,2552401920,2725736619,2098734592,2186505472,2896178859,3020611584,3204461568,3576966795,2560785663,2379018323,1317611863,768401665.8,925817089.5,1452165053,1345719435,1180934217,1124440238,1057408608,1136896162,1267997923,1396555772,1595297301,1992066759,2523359941,3414053251,4234894168,5623236708,4583834427,6200357070,8761426371,10321968595,11516409581,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,3526260657,3532145355,3615066121,3237772714,3372772211,4458235364,5243440332,2353864107,2093393515,2314103651,2512109505,2748955274,1968901450,2027650518,2162771442,2246791389,3241719358,3810025425,4324474010,4536278939,4310090791,4075049537,4201332885,4666197195,5697991241,6578515331,7095910828,8035635713,9891003405,9674037707,9274448732,12547888400,14376457305,15318970100,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,107726181.2,111148586.4,113797357,151897168,172767212.6,180340653.8,191221777.8,210695184.3,199643443.9,209348253.1,227051055.6,265009395.8,333731875.2,414772351.1,475916514.1,524407932.3,540635390.2,544424605.1,644070364.5,709041451.7,747994681,750214410,788371855.4,726937320.3,683193885,802890746.8,909820553.1,957377507.4,981529400.6,1019600770,1443688856,1464392409,1249945002,1315932678,1415296645,1442598430,1401946882,1375114088,1405662578,1293653473,1295536829,1324424463,1563072653,1833445283,2184444849,3040718541,3356758534,3790240831,3027032864,3526946625,4136083856,3958701369,4162533271,
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,706988627.7,827093630.3,1019634978,1216227805,1136544231,1147187568,1082934402,1094857360,1044926097,1080643202,1469050658,1888752207,2143480497,2191101651,2653485952,2856889162,3224265824,3263363788,3558143642,4040342060,4421952121,4187375888,4169672974,4291171396,4582562398,4536544699,4767303153,5609836354,6385691315,6283796155,6731536244,7792063567,9641077098,8834661043,9718331363,11252405860,11442063228,11938403909,
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,174580139.8,183120146.6,190820152.8,194740155.9,229460183.7,260400208.5,269812781.8,245160098.1,265800106.4,290520116.3,365389567.2,406084197.4,444302221.3,548618789.9,613196872.6,670309253,806265763.8,948983346.7,1058297637,1237662106,1237686925,1180094061,1223225050,1208026105,1131349974,1183671771,1183071377,1379923808,1590201669,1880784193,2203536041,1799529369,2070647130,1181801915,1397454123,2281039099,2663238981,1750585205,1775920039,1743506287,1716502069,2665158943,2424656666,2625127098,2754995877,3116789658,3647817219,4276769712,5030639934,5398616985,5627898037,4240492849,3705386790,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2422724545,2543810831,2708474919,2899751388,3187851274,3392767687,3515850936,3667209742,4050763016,4276665286,4514334715,5364357955,8150688760,10100863611,9890359225,11753574870,13975278668,16658322459,21602645098,24937045114,25463038429,27287163523,30682563370,34565849169,31772244237,28243103020,32181695659,35271881996,38848565930,44023808215,49133851512,59151684123,66894448089,74481194899,88832454352,1.00851E+11,1.00169E+11,72175568306,79148158888,93789473684,92783947368,1.00846E+11,1.10202E+11,1.2475E+11,1.43533E+11,1.62692E+11,1.93553E+11,2.30988E+11,2.02251E+11,2.47534E+11,2.89259E+11,3.05033E+11,3.12435E+11,
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,5.79908E+11,6.21821E+11,6.56423E+11,7.05903E+11,7.66106E+11,8.41253E+11,8.8998E+11,9.72365E+11,1.05144E+12,1.16385E+12,1.26713E+12,1.39555E+12,1.55989E+12,1.70928E+12,1.86281E+12,2.08425E+12,2.29774E+12,2.57538E+12,2.87532E+12,3.13655E+12,3.51739E+12,3.65924E+12,3.97931E+12,4.39557E+12,4.7107E+12,4.96693E+12,5.30052E+12,5.76003E+12,6.22284E+12,6.57321E+12,6.78389E+12,7.13113E+12,7.45535E+12,7.88657E+12,8.26805E+12,8.72985E+12,9.26243E+12,9.72366E+12,1.03433E+13,1.10326E+13,1.13617E+13,1.17367E+13,1.24041E+13,1.32999E+13,1.42644E+13,1.51741E+13,1.59441E+13,1.6269E+13,1.57945E+13,1.65781E+13,1.7318E+13,1.80715E+13,1.86324E+13,
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,2434779501,2259233317,2128058578,2308102954,1960596980,1615794944,1816728858,2310417116,2506590449,2547362836,2804357094,3012725699,3448309744,3218434948,3636647710,3942494499,3945295662,4102682851,3826538597,3818964346,3908645566,3546791603,3361236321,4931280096,6606866450,7261366632,7978609422,8836063690,8493167843,8724107049,11141417478,12451760766,13399386550,12579618856,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,,,,,159594493.5,164206537.6,180036768.9,215507164,263108834.5,358815681.9,413634335.3,505892512.9,542294864.8,637400199.1,816647865.8,798310509.6,837616756.5,846007597.7,1047225130,1182457143,972563810.2,904619629.8,823832940.5,796018978.5,854823821.7,1201262518,1488113532,2072735787,2185072798,2529310104,2653781596,2923764926,3070161471,3038727617,3628440275,3606968434,3291489841,3158806480,3056999988,2682347064,,,,,,,,,,,,,,
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,485785231.7,531736599.8,586294879.5,582816396,673383510.1,702296079.8,665586873,641214226.9,625867984.4,649916621.2,693573704.4,742779659.6,946385104.9,1026137112,1048690932,1064517600,1291458044,1774365588,2109277663,2508524716,2170893418,2017612218,1803099561,1461243327,1440581653,1904097001,2233006102,2280356194,2179567111,2480673305,2327986143,2344987608,1606581744,1563207237,1880803264,1987770781,1845599696,2076737446,2018193598,1798374533,1945327546,2170481498,2731416281,3052898686,3405134555,3646727993,4291363547,5403364454,5397121962,5718589550,6411842066,6773185511,7355697919,
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,4467287732,4909399025,5165590042,5552931029,5874422512,6366792664,5203135937,5200895982,6634187316,12545849083,9181769912,12274416018,15162871287,24846641318,27778934625,36308883249,36035407725,36527862209,47259911894,64201788077,61076493506,51397461686,35451565749,28500815241,28873977228,20721499308,24093203445,23272161397,24231168859,30757075595,27392886873,29300921687,15789003753,18086400536,28546958641,34987951375,35822342618,32004613750,35870792988,46385996027,44138014092,59116868250,67655840108,87845403978,1.12248E+11,1.4543E+11,1.66451E+11,2.08065E+11,1.69481E+11,3.69062E+11,4.11744E+11,4.62979E+11,5.21803E+11,
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,244144236.7,269283803.7,297324163.1,347119918.2,564290020.4,607140010.5,657140010.8,692859984.6,750000002.9,778569938.9,828569953.5,878570045.4,1092900015,1521400012,1581599959,1836899999,2226999874,2127699979,1567599982,2144300006,2474700227,2454499872,2753100058,3117599872,2683699935,2885799994,3851200118,2630900096,1013199987,1009455502,1488804124,1792800000,1756454281,3863185116,4140469999,4308351905,4389965591,4635267226,4855717872,5107329010,5323146568,5224213019,5322437648,5795568203,6322582497,6786340353,7458167331,8491371523,8380736990,8938210560,9898547558,10644973606,11255642565,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,13493833740,14647057370,15891241386,18699380731,21000586933,22867203317,25087562181,27817605743,31503868835,35352164120,41293859649,50674951936,66940722056,79171243545,93227605437,1.01714E+11,1.1882E+11,1.4533E+11,1.66429E+11,1.8077E+11,1.52038E+11,1.468E+11,1.42137E+11,1.33307E+11,1.33245E+11,1.8606E+11,2.26988E+11,2.42609E+11,2.39299E+11,2.94871E+11,3.03365E+11,3.36214E+11,3.27495E+11,3.5119E+11,4.18969E+11,4.1798E+11,3.86534E+11,4.02648E+11,4.11456E+11,3.85075E+11,4.00654E+11,4.37807E+11,5.38313E+11,6.0989E+11,6.38471E+11,6.77692E+11,7.82567E+11,8.70812E+11,7.96333E+11,7.77158E+11,8.32755E+11,7.70067E+11,8.00173E+11,
High income: nonOECD,NOC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06492E+12,1.14486E+12,1.1821E+12,1.2057E+12,1.22116E+12,1.2509E+12,1.33671E+12,1.40916E+12,1.4792E+12,1.27798E+12,1.26053E+12,1.43989E+12,1.44688E+12,1.51809E+12,1.70006E+12,2.04588E+12,2.44968E+12,2.89298E+12,3.44606E+12,4.15536E+12,3.40473E+12,4.02996E+12,4.87144E+12,5.18193E+12,5.37542E+12,
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,5632460937,6066976683,6510239503,7159202706,8058681060,8696460205,9514496703,10159934137,11063065083,12729703622,14476253915,17219726177,22341912657,26875823601,32565956877,35575735361,41069784916,46015298628,52547737999,63714366699,62867322938,61850635265,60779973686,61098572566,64257200019,77202861509,92447792208,1.00057E+11,1.00771E+11,1.17624E+11,1.19657E+11,1.28299E+11,1.18168E+11,1.24519E+11,1.4892E+11,1.60158E+11,1.58223E+11,1.51139E+11,1.59045E+11,1.68289E+11,1.70923E+11,1.91927E+11,2.24881E+11,2.60029E+11,3.0406E+11,3.40042E+11,3.93479E+11,4.53885E+11,3.78849E+11,4.20946E+11,4.90807E+11,5.0003E+11,5.1258E+11,
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,531959569.3,574091108,496948970.4,496098771.8,735267082.7,906811947.8,841974025.4,772230298.9,788641969,865975308.6,882765470,1024098810,972103604.4,1217953570,1575789286,1452789369,1382400000,1604162506,1851250005,1945916587,2275583317,2395425212,2447174839,2581215830,2619913976,2850780937,2957252079,3487009700,3525228046,3627559252,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007061224,6050875807,6330476435,7273933993,8130258976,9043715356,10325618017,12545438605,12899651884,15994094607,18850351853,19206800719,19294348174,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5670064168,6077496268,6638937283,7274144351,5654463586,5863733231,5961418094,5180597621,5761588762,6469073237,7878822851,9524793388,12739668847,13861003861,12778405241,13515198753,15319443073,18382107023,20550936592,23039953677,24181167263,23885651857,24041798107,21445089702,24431202046,30320030545,39997770455,45112490641,43802886755,45097739383,42344821241,41234106673,46265891704,54667709128,63437351979,69563501873,65475223161,55641204748,58176136696,52011621745,53305639461,66021205382,87440435752,1.02986E+11,1.13791E+11,1.10205E+11,1.35295E+11,1.30459E+11,1.18953E+11,1.43467E+11,1.63841E+11,1.71461E+11,1.85787E+11,
High income: OECD,OEC,GDP (current US$),NY.GDP.MKTP.CD,1.07249E+12,1.15859E+12,1.24713E+12,1.36195E+12,1.47876E+12,1.62255E+12,1.73998E+12,1.8829E+12,2.06421E+12,2.3031E+12,2.55511E+12,2.96412E+12,3.58149E+12,3.99808E+12,4.47421E+12,4.85369E+12,5.48615E+12,6.59595E+12,7.57723E+12,8.38456E+12,8.49189E+12,8.44544E+12,8.7663E+12,9.1598E+12,9.65876E+12,1.17783E+13,1.36015E+13,1.53195E+13,1.60156E+13,1.7959E+13,1.89675E+13,2.037E+13,2.05419E+13,2.20203E+13,2.43333E+13,2.44548E+13,2.40187E+13,2.41331E+13,2.53692E+13,2.57999E+13,2.55812E+13,2.66693E+13,2.99291E+13,3.32512E+13,3.50037E+13,3.68409E+13,4.01953E+13,4.247E+13,3.99644E+13,4.17293E+13,4.47745E+13,4.47397E+13,4.51395E+13,
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1.09704E+12,1.18532E+12,1.27736E+12,1.39656E+12,1.51618E+12,1.66516E+12,1.78677E+12,1.93484E+12,2.12191E+12,2.36121E+12,2.6165E+12,3.03671E+12,3.67115E+12,4.11533E+12,4.61803E+12,5.0069E+12,5.64086E+12,6.78022E+12,7.82068E+12,8.67048E+12,8.83698E+12,8.70717E+12,8.99777E+12,9.41585E+12,9.93118E+12,1.20069E+13,1.38547E+13,1.56218E+13,1.63748E+13,1.84054E+13,1.9467E+13,2.09307E+13,2.12656E+13,2.27207E+13,2.48922E+13,2.50796E+13,2.47356E+13,2.49523E+13,2.62466E+13,2.67965E+13,2.65547E+13,2.77098E+13,3.10289E+13,3.45155E+13,3.64633E+13,3.8451E+13,4.20219E+13,4.44537E+13,4.16009E+13,4.36396E+13,4.68568E+13,4.68396E+13,4.73506E+13,
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,45634493.27,56273199.14,59912759.28,61872522.43,63279972.09,67759970.11,107151836.8,188879842.4,239999799.7,256319786.1,301014924.5,366883549.3,483066990.4,1645917657,2096699074,2560220086,2741169985,2740301334,3733352667,5981760089,7259120022,7554719229,7932541574,8821443172,10005645467,7324167384,7811183252,8386215932,9372171727,11685045608,11341482539,12452275788,12493108041,12918855771,13802600905,15277763468,15837451381,14085373243,15710148340,19867880550,19949284975,20049414986,21542262852,24673602280,30905071771,36803641389,41901170689,60743823637,48242913263,58813004375,69971912138,78289467471,80570458653,
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,11809135880,11243841170,10558448759,10766875603,10465286701,9673979209,10983373682,12985675678,15143786393,16198412041,20448572525,20986144510,22697866530,21552029359,22206075525,25094212079,26496668090,26706325238,25116975506,26578657638,28215667319,27793349801,28494027043,36648887142,45505092513,51865116046,56866665722,66451703049,79662093218,68388044609,81896216691,96663902620,96201229453,97824278009,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,4054599105,4233095505,4540529029,5130407637,5884712000,6466610634,7403821780,8090088419,8632927109,10027088677,10602058000,9309109504,6324884160,8773030764,11340000683,13338485498,15126060232,17820101315,19707980060,23689697676,28100606600,30725972228,28691890865,31151825048,31144920867,31899072715,33351526336,38472741071,40171021120,40010425587,45451961234,48635242274,51478354558,51894795658,60636071684,63320170084,62433340468,62191955814,62973855719,73952374970,72309738921,72306820396,83244801093,97977766198,1.09502E+11,1.37264E+11,1.52386E+11,1.70078E+11,1.67875E+11,1.77166E+11,2.13686E+11,2.2488E+11,2.36625E+11,
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,463700032,504800032,559500032,600800000,659900032,719000000,800700032,861400000,945400000,1016300032,1146700032,1260000000,1441200000,1647100032,1844800000,1959299968,2077400064,2463000064,2819099904,3810300000,4312700000,4764700000,4891900000,5106300000,5402000000,5613700000,5638300000,4874500000,4887500000,5313200000,5842300000,6641400000,7252700000,7733900000,7906100000,9322100000,10084000000,10932500000,11456300000,11620500000,11807500000,12272400000,12933200000,14179300000,15464700000,17137000000,21121900000,24884000000,25925100000,28814100000,33270500000,37956200000,42648100000,
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2822764382,3199617471,3505470788,4241381119,5026099956,5947054339,6029751897,5583979280,6250645607,7235141852,8069766829,8945736420,10702842298,13490954944,16413418809,15519319139,14230997983,12162093075,15542640785,20661220078,24966849817,24817438679,19129866511,19845514734,18838400476,17977500454,23905267271,12375610634,26368160013,25009661562,32853075346,34317706993,33128804069,42711163030,51039365585,53140667689,56323682393,53972353719,48987347373,50681123109,51295103189,53992755100,57840001637,65702520516,74147754854,87554128440,1.02173E+11,1.21383E+11,1.21204E+11,1.4851E+11,1.70564E+11,1.92636E+11,2.02296E+11,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,7257047654,4399815070,4875248020,5271360643,5784398850,6371486693,6809047600,7591602924,8408265264,6687223656,7408296134,8017418383,10082910551,13781190370,14893969269,17097658630,19648040091,22706283655,27502354651,32450398740,35646642136,37140164100,33212130823,31408478618,30734266462,29868363901,33195974365,37885485203,42575217415,44311595230,45417505303,52976363148,54368183872,64084543195,74119868202,82848194395,82344374414,72207022472,82995145601,81026294681,76261998623,81357657790,83908205720,91371236939,1.03066E+11,1.22211E+11,1.4936E+11,1.73603E+11,1.68334E+11,1.99589E+11,2.24095E+11,2.50182E+11,2.72017E+11,
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76888000,83855000,82451000,75907000,83527000,95237000,108203000,113213000,117320000,113485000,159855691.8,167035109.8,168681158.5,173898906.2,191242988.1,206232630,208666092.9,211558558.8,213354542.6,198202369.8,197558748.6,217377537.5,232478639.3,247043418.3,
